in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
3.72E+02,7.161E+02,-5.438E-01,-3.568E+01,4.000E-02
3.73E+02,7.244E+02,-5.688E-01,-3.617E+01,4.000E-02
3.74E+02,7.328E+02,-6.041E-01,-3.669E+01,4.000E-02
3.75E+02,7.413E+02,-5.957E-01,-3.697E+01,4.000E-02
3.76E+02,7.499E+02,-5.979E-01,-3.741E+01,4.000E-02
3.77E+02,7.586E+02,-6.032E-01,-3.785E+01,4.000E-02
3.78E+02,7.674E+02,-6.149E-01,-3.811E+01,4.000E-02
3.79E+02,7.762E+02,-6.442E-01,-3.852E+01,4.000E-02
3.80E+02,7.852E+02,-6.616E-01,-3.919E+01,4.000E-02
3.81E+02,7.943E+02,-6.800E-01,-3.959E+01,4.000E-02
3.82E+02,8.035E+02,-6.861E-01,-3.996E+01,4.000E-02
3.83E+02,8.128E+02,-7.044E-01,-4.051E+01,4.000E-02
3.84E+02,8.222E+02,-6.959E-01,-4.093E+01,4.000E-02
3.85E+02,8.318E+02,-7.586E-01,-4.149E+01,4.000E-02
3.86E+02,8.414E+02,-7.733E-01,-4.180E+01,4.000E-02
3.87E+02,8.511E+02,-7.932E-01,-4.249E+01,4.000E-02
3.88E+02,8.610E+02,-8.131E-01,-4.297E+01,4.000E-02
3.89E+02,8.710E+02,-8.373E-01,-4.340E+01,4.000E-02
3.90E+02,8.810E+02,-8.339E-01,-4.390E+01,4.000E-02
3.91E+02,8.913E+02,-8.691E-01,-4.436E+01,4.000E-02
3.92E+02,9.016E+02,-8.818E-01,-4.491E+01,4.000E-02
3.93E+02,9.120E+02,-9.127E-01,-4.558E+01,4.000E-02
3.94E+02,9.226E+02,-9.743E-01,-4.583E+01,4.000E-02
3.95E+02,9.333E+02,-9.855E-01,-4.633E+01,4.000E-02
3.96E+02,9.441E+02,-1.001E+00,-4.699E+01,4.000E-02
3.97E+02,9.550E+02,-9.841E-01,-4.736E+01,4.000E-02
3.98E+02,9.661E+02,-1.028E+00,-4.802E+01,4.000E-02
3.99E+02,9.772E+02,-1.059E+00,-4.863E+01,4.000E-02
4.00E+02,9.886E+02,-1.081E+00,-4.940E+01,4.000E-02
4.01E+02,1.000E+03,-1.117E+00,-4.970E+01,4.000E-02
4.02E+02,1.012E+03,-1.142E+00,-5.032E+01,4.000E-02
4.03E+02,1.023E+03,-1.178E+00,-5.089E+01,4.000E-02
4.04E+02,1.035E+03,-1.216E+00,-5.140E+01,4.000E-02
4.05E+02,1.047E+03,-1.233E+00,-5.190E+01,4.000E-02
4.06E+02,1.059E+03,-1.313E+00,-5.257E+01,4.000E-02
4.07E+02,1.072E+03,-1.281E+00,-5.328E+01,4.000E-02
4.08E+02,1.084E+03,-1.345E+00,-5.392E+01,4.000E-02
4.09E+02,1.096E+03,-1.370E+00,-5.441E+01,4.000E-02
4.10E+02,1.109E+03,-1.402E+00,-5.492E+01,4.000E-02
4.11E+02,1.122E+03,-1.419E+00,-5.550E+01,4.000E-02
4.12E+02,1.135E+03,-1.465E+00,-5.617E+01,4.000E-02
4.13E+02,1.148E+03,-1.477E+00,-5.671E+01,4.000E-02
4.14E+02,1.161E+03,-1.538E+00,-5.723E+01,4.000E-02
4.15E+02,1.175E+03,-1.579E+00,-5.809E+01,4.000E-02
4.16E+02,1.189E+03,-1.625E+00,-5.875E+01,4.000E-02
4.17E+02,1.202E+03,-1.683E+00,-5.935E+01,4.000E-02
4.18E+02,1.216E+03,-1.706E+00,-6.003E+01,4.000E-02
4.19E+02,1.230E+03,-1.757E+00,-6.078E+01,4.000E-02
4.20E+02,1.245E+03,-1.806E+00,-6.128E+01,4.000E-02
4.21E+02,1.259E+03,-1.856E+00,-6.204E+01,4.000E-02
4.22E+02,1.274E+03,-1.901E+00,-6.267E+01,4.000E-02
4.23E+02,1.288E+03,-1.955E+00,-6.323E+01,4.000E-02
4.24E+02,1.303E+03,-1.996E+00,-6.405E+01,4.000E-02
4.25E+02,1.318E+03,-2.039E+00,-6.466E+01,4.000E-02
4.26E+02,1.334E+03,-2.070E+00,-6.542E+01,4.000E-02
4.27E+02,1.349E+03,-2.106E+00,-6.614E+01,4.000E-02
4.28E+02,1.365E+03,-2.176E+00,-6.669E+01,4.000E-02
4.29E+02,1.380E+03,-2.242E+00,-6.750E+01,4.000E-02
4.30E+02,1.396E+03,-2.307E+00,-6.822E+01,4.000E-02
4.31E+02,1.413E+03,-2.385E+00,-6.899E+01,4.000E-02
4.32E+02,1.429E+03,-2.421E+00,-6.970E+01,4.000E-02
4.33E+02,1.445E+03,-2.484E+00,-7.036E+01,4.000E-02
4.34E+02,1.462E+03,-2.545E+00,-7.118E+01,4.000E-02
4.35E+02,1.479E+03,-2.616E+00,-7.186E+01,4.000E-02
4.36E+02,1.496E+03,-2.678E+00,-7.256E+01,4.000E-02
4.37E+02,1.514E+03,-2.718E+00,-7.321E+01,4.000E-02
4.38E+02,1.531E+03,-2.775E+00,-7.404E+01,4.000E-02
4.39E+02,1.549E+03,-2.872E+00,-7.481E+01,4.000E-02
4.40E+02,1.567E+03,-2.926E+00,-7.555E+01,4.000E-02
4.41E+02,1.585E+03,-3.003E+00,-7.628E+01,4.000E-02
4.42E+02,1.603E+03,-3.094E+00,-7.706E+01,4.000E-02
4.43E+02,1.622E+03,-3.158E+00,-7.779E+01,4.000E-02
4.44E+02,1.641E+03,-3.243E+00,-7.864E+01,4.000E-02
4.45E+02,1.660E+03,-3.325E+00,-7.938E+01,4.000E-02
4.46E+02,1.679E+03,-3.403E+00,-8.013E+01,4.000E-02
4.47E+02,1.698E+03,-3.473E+00,-8.095E+01,4.000E-02
4.48E+02,1.718E+03,-3.540E+00,-8.166E+01,4.000E-02
4.49E+02,1.738E+03,-3.637E+00,-8.240E+01,4.000E-02
4.50E+02,1.758E+03,-3.727E+00,-8.318E+01,4.000E-02
4.51E+02,1.778E+03,-3.797E+00,-8.397E+01,4.000E-02
4.52E+02,1.799E+03,-3.890E+00,-8.473E+01,4.000E-02
4.53E+02,1.820E+03,-3.989E+00,-8.563E+01,4.000E-02
4.54E+02,1.841E+03,-4.091E+00,-8.636E+01,4.000E-02
4.55E+02,1.862E+03,-4.184E+00,-8.717E+01,4.000E-02
4.56E+02,1.884E+03,-4.264E+00,-8.792E+01,4.000E-02
4.57E+02,1.905E+03,-4.348E+00,-8.866E+01,4.000E-02
4.58E+02,1.928E+03,-4.453E+00,-8.944E+01,4.000E-02
4.59E+02,1.950E+03,-4.568E+00,-9.030E+01,4.000E-02
4.60E+02,1.972E+03,-4.667E+00,-9.104E+01,4.000E-02
4.61E+02,1.995E+03,-4.767E+00,-9.179E+01,4.000E-02
4.62E+02,2.018E+03,-4.882E+00,-9.284E+01,4.000E-02
4.63E+02,2.042E+03,-5.002E+00,-9.362E+01,4.000E-02
4.64E+02,2.065E+03,-5.075E+00,-9.428E+01,4.000E-02
4.65E+02,2.089E+03,-5.196E+00,-9.509E+01,4.000E-02
4.66E+02,2.113E+03,-5.323E+00,-9.588E+01,4.000E-02
4.67E+02,2.138E+03,-5.438E+00,-9.664E+01,4.000E-02
4.68E+02,2.163E+03,-5.569E+00,-9.741E+01,4.000E-02
4.69E+02,2.188E+03,-5.655E+00,-9.811E+01,4.000E-02
4.70E+02,2.213E+03,-5.757E+00,-9.895E+01,4.000E-02
4.71E+02,2.239E+03,-5.873E+00,-9.972E+01,4.000E-02
4.72E+02,2.265E+03,-5.976E+00,-1.004E+02,4.000E-02
4.73E+02,2.291E+03,-6.116E+00,-1.012E+02,4.000E-02
4.74E+02,2.317E+03,-6.241E+00,-1.017E+02,4.000E-02
4.75E+02,2.344E+03,-6.351E+00,-1.026E+02,4.000E-02
4.76E+02,2.371E+03,-6.485E+00,-1.035E+02,4.000E-02
4.77E+02,2.399E+03,-6.621E+00,-1.041E+02,4.000E-02
4.78E+02,2.427E+03,-6.782E+00,-1.051E+02,4.000E-02
4.79E+02,2.455E+03,-6.872E+00,-1.058E+02,4.000E-02
4.80E+02,2.483E+03,-7.048E+00,-1.065E+02,4.000E-02
4.81E+02,2.512E+03,-7.175E+00,-1.074E+02,4.000E-02
4.82E+02,2.541E+03,-7.328E+00,-1.081E+02,4.000E-02
4.83E+02,2.570E+03,-7.437E+00,-1.087E+02,4.000E-02
4.84E+02,2.600E+03,-7.581E+00,-1.095E+02,4.000E-02
4.85E+02,2.630E+03,-7.691E+00,-1.101E+02,4.000E-02
4.86E+02,2.661E+03,-7.813E+00,-1.107E+02,4.000E-02
4.87E+02,2.692E+03,-7.968E+00,-1.115E+02,4.000E-02
4.88E+02,2.723E+03,-8.130E+00,-1.121E+02,4.000E-02
4.89E+02,2.754E+03,-8.224E+00,-1.128E+02,4.000E-02
4.90E+02,2.786E+03,-8.409E+00,-1.138E+02,4.000E-02
4.91E+02,2.818E+03,-8.564E+00,-1.143E+02,4.000E-02
4.92E+02,2.851E+03,-8.751E+00,-1.152E+02,4.000E-02
4.93E+02,2.884E+03,-8.903E+00,-1.160E+02,4.000E-02
4.94E+02,2.917E+03,-9.051E+00,-1.165E+02,4.000E-02
4.95E+02,2.951E+03,-9.208E+00,-1.173E+02,4.000E-02
4.96E+02,2.985E+03,-9.366E+00,-1.181E+02,4.000E-02
4.97E+02,3.020E+03,-9.487E+00,-1.186E+02,4.000E-02
4.98E+02,3.055E+03,-9.645E+00,-1.192E+02,4.000E-02
4.99E+02,3.090E+03,-9.799E+00,-1.197E+02,4.000E-02
5.00E+02,3.126E+03,-9.930E+00,-1.202E+02,4.000E-02
5.01E+02,3.162E+03,-1.009E+01,-1.208E+02,4.000E-02
5.02E+02,3.199E+03,-1.028E+01,-1.217E+02,4.000E-02
5.03E+02,3.236E+03,-1.045E+01,-1.223E+02,4.000E-02
5.04E+02,3.273E+03,-1.063E+01,-1.230E+02,4.000E-02
5.05E+02,3.311E+03,-1.079E+01,-1.239E+02,4.000E-02
5.06E+02,3.350E+03,-1.095E+01,-1.243E+02,4.000E-02
5.07E+02,3.388E+03,-1.108E+01,-1.249E+02,4.000E-02
5.08E+02,3.428E+03,-1.125E+01,-1.254E+02,4.000E-02
5.09E+02,3.467E+03,-1.143E+01,-1.260E+02,4.000E-02
5.10E+02,3.508E+03,-1.156E+01,-1.264E+02,4.000E-02
5.11E+02,3.548E+03,-1.172E+01,-1.270E+02,4.000E-02
5.12E+02,3.589E+03,-1.192E+01,-1.276E+02,4.000E-02
5.13E+02,3.631E+03,-1.210E+01,-1.284E+02,4.000E-02
5.14E+02,3.673E+03,-1.226E+01,-1.291E+02,4.000E-02
5.15E+02,3.715E+03,-1.247E+01,-1.298E+02,4.000E-02
5.16E+02,3.758E+03,-1.265E+01,-1.302E+02,4.000E-02
5.17E+02,3.802E+03,-1.281E+01,-1.307E+02,4.000E-02
5.18E+02,3.846E+03,-1.297E+01,-1.313E+02,4.000E-02
5.19E+02,3.890E+03,-1.312E+01,-1.315E+02,4.000E-02
5.20E+02,3.936E+03,-1.329E+01,-1.320E+02,4.000E-02
5.21E+02,3.981E+03,-1.344E+01,-1.324E+02,4.000E-02
5.22E+02,4.027E+03,-1.366E+01,-1.333E+02,4.000E-02
5.23E+02,4.074E+03,-1.382E+01,-1.339E+02,4.000E-02
5.24E+02,4.121E+03,-1.403E+01,-1.343E+02,4.000E-02
5.25E+02,4.169E+03,-1.424E+01,-1.351E+02,4.000E-02
5.26E+02,4.217E+03,-1.440E+01,-1.357E+02,4.000E-02
5.27E+02,4.266E+03,-1.459E+01,-1.361E+02,4.000E-02
5.28E+02,4.315E+03,-1.481E+01,-1.364E+02,4.000E-02
5.29E+02,4.365E+03,-1.496E+01,-1.370E+02,4.000E-02
5.30E+02,4.416E+03,-1.510E+01,-1.376E+02,4.000E-02
5.31E+02,4.467E+03,-1.526E+01,-1.377E+02,4.000E-02
5.32E+02,4.519E+03,-1.542E+01,-1.381E+02,4.000E-02
5.33E+02,4.571E+03,-1.561E+01,-1.383E+02,4.000E-02
5.34E+02,4.624E+03,-1.580E+01,-1.389E+02,4.000E-02
5.35E+02,4.677E+03,-1.600E+01,-1.395E+02,4.000E-02
5.36E+02,4.732E+03,-1.613E+01,-1.398E+02,4.000E-02
5.37E+02,4.786E+03,-1.636E+01,-1.398E+02,4.000E-02
5.38E+02,4.842E+03,-1.653E+01,-1.410E+02,4.000E-02
5.39E+02,4.898E+03,-1.671E+01,-1.416E+02,4.000E-02
5.40E+02,4.955E+03,-1.693E+01,-1.418E+02,4.000E-02
5.41E+02,5.012E+03,-1.715E+01,-1.426E+02,4.000E-02
5.42E+02,5.070E+03,-1.734E+01,-1.432E+02,4.000E-02
5.43E+02,5.129E+03,-1.751E+01,-1.433E+02,4.000E-02
5.44E+02,5.188E+03,-1.770E+01,-1.436E+02,4.000E-02
5.45E+02,5.248E+03,-1.786E+01,-1.442E+02,4.000E-02
5.46E+02,5.309E+03,-1.806E+01,-1.443E+02,4.000E-02
5.47E+02,5.370E+03,-1.812E+01,-1.443E+02,4.000E-02
5.48E+02,5.433E+03,-1.837E+01,-1.445E+02,4.000E-02
5.49E+02,5.495E+03,-1.860E+01,-1.448E+02,4.000E-02
5.50E+02,5.559E+03,-1.876E+01,-1.454E+02,4.000E-02
5.51E+02,5.623E+03,-1.892E+01,-1.456E+02,4.000E-02
5.52E+02,5.689E+03,-1.918E+01,-1.466E+02,4.000E-02
5.53E+02,5.754E+03,-1.933E+01,-1.476E+02,4.000E-02
5.54E+02,5.821E+03,-1.962E+01,-1.479E+02,4.000E-02
5.55E+02,5.888E+03,-1.979E+01,-1.487E+02,4.000E-02
5.56E+02,5.957E+03,-2.001E+01,-1.486E+02,4.000E-02
5.57E+02,6.026E+03,-2.012E+01,-1.491E+02,4.000E-02
5.58E+02,6.095E+03,-2.029E+01,-1.490E+02,4.000E-02
5.59E+02,6.166E+03,-2.050E+01,-1.490E+02,4.000E-02
5.60E+02,6.237E+03,-2.065E+01,-1.485E+02,4.000E-02
5.61E+02,6.310E+03,-2.083E+01,-1.491E+02,4.000E-02
5.62E+02,6.383E+03,-2.105E+01,-1.493E+02,4.000E-02
5.63E+02,6.457E+03,-2.125E+01,-1.501E+02,4.000E-02
5.64E+02,6.531E+03,-2.151E+01,-1.507E+02,4.000E-02
5.65E+02,6.607E+03,-2.159E+01,-1.515E+02,4.000E-02
5.66E+02,6.683E+03,-2.193E+01,-1.519E+02,4.000E-02
5.67E+02,6.761E+03,-2.208E+01,-1.528E+02,4.000E-02
5.68E+02,6.839E+03,-2.227E+01,-1.522E+02,4.000E-02
5.69E+02,6.918E+03,-2.235E+01,-1.524E+02,4.000E-02
5.70E+02,6.998E+03,-2.266E+01,-1.520E+02,4.000E-02
5.71E+02,7.079E+03,-2.277E+01,-1.527E+02,4.000E-02
5.72E+02,7.161E+03,-2.295E+01,-1.526E+02,4.000E-02
5.73E+02,7.244E+03,-2.315E+01,-1.525E+02,4.000E-02
5.74E+02,7.328E+03,-2.338E+01,-1.537E+02,4.000E-02
5.75E+02,7.413E+03,-2.358E+01,-1.545E+02,4.000E-02
5.76E+02,7.499E+03,-2.382E+01,-1.552E+02,4.000E-02
5.77E+02,7.586E+03,-2.397E+01,-1.560E+02,4.000E-02
5.78E+02,7.674E+03,-2.416E+01,-1.549E+02,4.000E-02
5.79E+02,7.762E+03,-2.438E+01,-1.546E+02,4.000E-02
5.80E+02,7.852E+03,-2.449E+01,-1.549E+02,4.000E-02
5.81E+02,7.943E+03,-2.452E+01,-1.545E+02,4.000E-02
5.82E+02,8.035E+03,-2.481E+01,-1.555E+02,4.000E-02
5.83E+02,8.128E+03,-2.506E+01,-1.562E+02,4.000E-02
5.84E+02,8.222E+03,-2.524E+01,-1.566E+02,4.000E-02
5.85E+02,8.318E+03,-2.558E+01,-1.575E+02,4.000E-02
5.86E+02,8.414E+03,-2.566E+01,-1.583E+02,4.000E-02
5.87E+02,8.511E+03,-2.596E+01,-1.590E+02,4.000E-02
5.88E+02,8.610E+03,-2.606E+01,-1.591E+02,4.000E-02
5.89E+02,8.710E+03,-2.639E+01,-1.597E+02,4.000E-02
5.90E+02,8.810E+03,-2.654E+01,-1.589E+02,4.000E-02
5.91E+02,8.913E+03,-2.667E+01,-1.587E+02,4.000E-02
5.92E+02,9.016E+03,-2.676E+01,-1.592E+02,4.000E-02
5.93E+02,9.120E+03,-2.701E+01,-1.574E+02,4.000E-02
5.94E+02,9.226E+03,-2.707E+01,-1.586E+02,4.000E-02
5.95E+02,9.333E+03,-2.732E+01,-1.577E+02,4.000E-02
5.96E+02,9.441E+03,-2.731E+01,-1.579E+02,4.000E-02
5.97E+02,9.550E+03,-2.763E+01,-1.587E+02,4.000E-02
5.98E+02,9.661E+03,-2.788E+01,-1.580E+02,4.000E-02
5.99E+02,9.772E+03,-2.817E+01,-1.609E+02,4.000E-02
6.00E+02,9.886E+03,-2.828E+01,-1.605E+02,4.000E-02
6.01E+02,1.000E+04,-2.851E+01,-1.605E+02,4.000E-02
6.02E+02,1.012E+04,-2.882E+01,-1.612E+02,4.000E-02
6.03E+02,1.023E+04,-2.901E+01,-1.621E+02,4.000E-02
6.04E+02,1.035E+04,-2.929E+01,-1.619E+02,4.000E-02
6.05E+02,1.047E+04,-2.939E+01,-1.613E+02,4.000E-02
6.06E+02,1.059E+04,-2.932E+01,-1.620E+02,4.000E-02
6.07E+02,1.072E+04,-2.971E+01,-1.610E+02,4.000E-02
6.08E+02,1.084E+04,-2.987E+01,-1.614E+02,4.000E-02
6.09E+02,1.096E+04,-3.016E+01,-1.616E+02,4.000E-02
6.10E+02,1.109E+04,-3.047E+01,-1.624E+02,4.000E-02
6.11E+02,1.122E+04,-3.061E+01,-1.636E+02,4.000E-02
6.12E+02,1.135E+04,-3.071E+01,-1.642E+02,4.000E-02
6.13E+02,1.148E+04,-3.085E+01,-1.625E+02,4.000E-02
6.14E+02,1.161E+04,-3.088E+01,-1.625E+02,4.000E-02
6.15E+02,1.175E+04,-3.103E+01,-1.620E+02,4.000E-02
6.16E+02,1.189E+04,-3.132E+01,-1.610E+02,4.000E-02
6.17E+02,1.202E+04,-3.165E+01,-1.636E+02,4.000E-02
6.18E+02,1.216E+04,-3.228E+01,-1.649E+02,4.000E-02
6.19E+02,1.230E+04,-3.220E+01,-1.650E+02,4.000E-02
6.20E+02,1.245E+04,-3.231E+01,-1.627E+02,4.000E-02
6.21E+02,1.259E+04,-3.221E+01,-1.635E+02,4.000E-02
6.22E+02,1.274E+04,-3.234E+01,-1.612E+02,4.000E-02
6.23E+02,1.288E+04,-3.270E+01,-1.630E+02,4.000E-02
6.24E+02,1.303E+04,-3.301E+01,-1.645E+02,4.000E-02
6.25E+02,1.318E+04,-3.325E+01,-1.656E+02,4.000E-02
6.26E+02,1.334E+04,-3.323E+01,-1.656E+02,4.000E-02
6.27E+02,1.349E+04,-3.360E+01,-1.644E+02,4.000E-02
6.28E+02,1.365E+04,-3.362E+01,-1.643E+02,4.000E-02
6.29E+02,1.380E+04,-3.355E+01,-1.633E+02,4.000E-02
6.30E+02,1.396E+04,-3.405E+01,-1.644E+02,4.000E-02
6.31E+02,1.413E+04,-3.443E+01,-1.686E+02,4.000E-02
6.32E+02,1.429E+04,-3.498E+01,-1.672E+02,4.000E-02
6.33E+02,1.445E+04,-3.465E+01,-1.664E+02,4.000E-02
6.34E+02,1.462E+04,-3.487E+01,-1.646E+02,4.000E-02
6.35E+02,1.479E+04,-3.496E+01,-1.620E+02,4.000E-02
6.36E+02,1.496E+04,-3.539E+01,-1.662E+02,4.000E-02
6.37E+02,1.514E+04,-3.537E+01,-1.675E+02,4.000E-02
6.38E+02,1.531E+04,-3.574E+01,-1.670E+02,4.000E-02
6.39E+02,1.549E+04,-3.583E+01,-1.676E+02,4.000E-02
6.40E+02,1.567E+04,-3.602E+01,-1.671E+02,4.000E-02
6.41E+02,1.585E+04,-3.608E+01,-1.656E+02,4.000E-02
6.42E+02,1.603E+04,-3.612E+01,-1.685E+02,4.000E-02
6.43E+02,1.622E+04,-3.685E+01,-1.669E+02,4.000E-02
6.44E+02,1.641E+04,-3.686E+01,-1.692E+02,4.000E-02
6.45E+02,1.660E+04,-3.690E+01,-1.663E+02,4.000E-02
6.46E+02,1.679E+04,-3.675E+01,-1.662E+02,4.000E-02
6.47E+02,1.698E+04,-3.753E+01,-1.672E+02,4.000E-02
6.48E+02,1.718E+04,-3.758E+01,-1.688E+02,4.000E-02
6.49E+02,1.738E+04,-3.770E+01,-1.684E+02,4.000E-02
6.50E+02,1.758E+04,-3.762E+01,-1.666E+02,4.000E-02
6.51E+02,1.778E+04,-3.780E+01,-1.668E+02,4.000E-02
6.52E+02,1.799E+04,-3.797E+01,-1.683E+02,4.000E-02
6.53E+02,1.820E+04,-3.863E+01,-1.690E+02,4.000E-02
6.54E+02,1.841E+04,-3.863E+01,-1.681E+02,4.000E-02
6.55E+02,1.862E+04,-3.856E+01,-1.678E+02,4.000E-02
6.56E+02,1.884E+04,-3.867E+01,-1.673E+02,4.000E-02
6.57E+02,1.905E+04,-3.931E+01,-1.699E+02,4.000E-02
6.58E+02,1.928E+04,-3.919E+01,-1.716E+02,4.000E-02
6.59E+02,1.950E+04,-3.972E+01,-1.713E+02,4.000E-02
6.60E+02,1.972E+04,-3.929E+01,-1.651E+02,4.000E-02
6.61E+02,1.995E+04,-3.965E+01,-1.708E+02,4.000E-02
